bus_id,city,city_code,adapted,agency,line_code,line_url,line_fare,latitude,longitude,bus_speed,is_eletric,bus_type,bus_direction,updated_at
CUR_HI007,Curitiba,4106902,1,,619,,,-25.550376,-49.32958,,False,1,2,2023-06-20T16:27:13.831740+00:00
CUR_HA600,Curitiba,4106902,1,,619,,,-25.514085,-49.32972,,False,4,1,2023-06-20T16:27:13.831740+00:00
CUR_HA602,Curitiba,4106902,1,,619,,,-25.538823,-49.30765,,False,4,1,2023-06-20T16:27:13.831740+00:00
CUR_HL309,Curitiba,4106902,0,URBS,X35,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-X35_PINHEIRINHO_PREFEITURA-Curitiba-942-9628-778958-0,-1.0,-25.537665,-49.306751,,False,3,1,2023-06-20T16:27:13.831740+00:00
CUR_HL115,Curitiba,4106902,0,URBS,X35,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-X35_PINHEIRINHO_PREFEITURA-Curitiba-942-9628-778958-0,-1.0,-25.537635,-49.306885,,False,3,1,2023-06-20T16:27:13.831740+00:00
CUR_BL610,Curitiba,4106902,0,URBS,022,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-022_INTER_2_HOR%C3%81RIO-Curitiba-942-9628-381388-0,-1.0,-25.427665,-49.241788,,False,4,,2023-06-20T16:27:13.831740+00:00
CUR_BL605,Curitiba,4106902,0,URBS,022,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-022_INTER_2_HOR%C3%81RIO-Curitiba-942-9628-381388-0,-1.0,-25.496351,-49.270471,,False,4,,2023-06-20T16:27:13.831740+00:00
CUR_BL602,Curitiba,4106902,0,URBS,022,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-022_INTER_2_HOR%C3%81RIO-Curitiba-942-9628-381388-0,-1.0,-25.48453,-49.250818,,False,4,,2023-06-20T16:27:13.831740+00:00
CUR_BL601,Curitiba,4106902,0,URBS,022,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-022_INTER_2_HOR%C3%81RIO-Curitiba-942-9628-381388-0,-1.0,-25.40678,-49.252343,,False,4,,2023-06-20T16:27:13.831740+00:00
CUR_CL038,Curitiba,4106902,0,URBS,022,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-022_INTER_2_HOR%C3%81RIO-Curitiba-942-9628-381388-0,-1.0,-25.45043,-49.227715,,False,3,,2023-06-20T16:27:13.831740+00:00
CUR_HL494,Curitiba,4106902,1,URBS,022,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-022_INTER_2_HOR%C3%81RIO-Curitiba-942-9628-381388-0,-1.0,-25.454551,-49.303751,,False,3,,2023-06-20T16:27:13.831740+00:00
CUR_CL601,Curitiba,4106902,0,URBS,022,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-022_INTER_2_HOR%C3%81RIO-Curitiba-942-9628-381388-0,-1.0,-25.417178,-49.275966,,False,4,,2023-06-20T16:27:13.831740+00:00
CUR_CL602,Curitiba,4106902,0,URBS,022,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-022_INTER_2_HOR%C3%81RIO-Curitiba-942-9628-381388-0,-1.0,-25.471698,-49.291031,,False,4,,2023-06-20T16:26:13.831740+00:00
CUR_BL322,Curitiba,4106902,0,URBS,022,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-022_INTER_2_HOR%C3%81RIO-Curitiba-942-9628-381388-0,-1.0,-25.433831,-49.29877,,False,3,,2023-06-20T16:25:13.831740+00:00
CUR_HL699,Curitiba,4106902,0,URBS,022,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-022_INTER_2_HOR%C3%81RIO-Curitiba-942-9628-381388-0,-1.0,-25.538073,-49.307191,,False,4,,2023-06-20T16:27:13.831740+00:00
CUR_DL315,Curitiba,4106902,0,URBS,305,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-305_CENTEN%C3%81RIO-Curitiba-942-9628-294271-0,-1.0,-25.468871,-49.207623,,False,3,1,2023-06-20T16:27:13.831740+00:00
CUR_DL316,Curitiba,4106902,0,URBS,305,https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-305_CENTEN%C3%81RIO-Curitiba-942-9628-294271-0,-1.0,-25.430013,-49.263593,,False,3,2,2023-06-20T16:27:13.831740+00:00
CUR_BI013,Curitiba,4106902,1,,342,,,-25.387455,-49.21983,,False,1,2,2023-06-20T16:27:13.831740+00:00
CUR_BC279,Curitiba,4106902,1,,342,,,-25.394285,-49.203208,,False,1,1,2023-06-20T16:27:13.831740+00:00
CUR_JA022,Curitiba,4106902,1,,860,,,-25.454268,-49.348928,,False,1,2,2023-06-20T16:27:13.831740+00:00
CUR_JA033,Curitiba,4106902,1,,860,,,-25.439815,-49.276703,,False,1,2,2023-06-20T16:26:13.831740+00:00
CUR_JI018,Curitiba,4106902,1,,860,,,-25.449991,-49.325781,,False,1,1,2023-06-20T16:27:13.831740+00:00
CUR_MC080,Curitiba,4106902,1,,972,,,-25.400738,-49.330855,,False,1,1,2023-06-20T16:27:13.831740+00:00
CUR_MC077,Curitiba,4106902,1,,972,,,-25.422073,-49.286978,,False,1,2,2023-06-20T16:27:13.831740+00:00
CUR_BA026,Curitiba,4106902,1,,924,,,-25.37198,-49.228863,,False,1,2,2023-06-20T16:27:13.831740+00:00
CUR_MA011,Curitiba,4106902,1,,924,,,-25.399245,-49.321795,,False,1,1,2023-06-20T16:26:13.831740+00:00
CUR_MI004,Curitiba,4106902,1,,924,,,-25.387756,-49.301016,,False,1,2,2023-06-20T16:27:13.831740+00:00
CUR_MA013,Curitiba,4106902,1,,924,,,-25.372095,-49.274465,,False,1,1,2023-06-20T16:27:13.831740+00:00
CUR_GI043,Curitiba,4106902,1,,637,,,-25.527198,-49.290535,,False,1,1,2023-06-20T16:27:13.831740+00:00
CUR_GA003,Curitiba,4106902,1,,637,,,-25.542618,-49.278755,,False,1,2,2023-06-20T16:27:13.831740+00:00
